DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,WEALTH_QUINTILE:Wealth Quintile,SERIES_NAME:Series Name,SERIES_YEAR:Series Year,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,REGIONAL_GROUP:Regional group,COUNTRY_NOTES:Country notes,CONNECTION:Connection,DEATH_CATEGORY:Death category,CATEGORY:Category,OBS_STATUS:Observation Status,UNIT_MEASURE:Unit of measure,SERIES_CATEGORY:Series Category,SERIES_TYPE:Series Type,STD_ERR:Standard Error,REF_DATE:Reference Date,AGE_GROUP_OF_WOMEN:Age Group of Women,TIME_SINCE_FIRST_BIRTH:Time Since First Birth,DEFINITION:Definition,INTERVAL:Interval,SERIES_METHOD:Series Method,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,STATUS:Status,YEAR_TO_ACHIEVE:Year to achieve,MODEL:Model Used
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1976-06,32.6722998727279,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1976.5,,,,1,,31.9747792816864,33.4245904481356,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1977-06,29.559829485555,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1977.5,,,,1,,28.9426380117177,30.1943445164245,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1978-06,26.7704556248796,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1978.5,,,,1,,26.1921955106912,27.3330418250358,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1979-06,24.5027931726841,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1979.5,,,,1,,23.9434948057882,25.0421297333159,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1980-06,22.7556220844663,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1980.5,,,,1,,22.2832692176572,23.2165593203874,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1981-06,21.2938758701654,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1981.5,,,,1,,20.8363825935902,21.7727365005902,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1982-06,19.9369318638778,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1982.5,,,,1,,19.5183622136762,20.3651395955661,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1983-06,18.6649123243652,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1983.5,,,,1,,18.2716984838653,19.0628743785913,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1984-06,17.5253117111231,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1984.5,,,,1,,17.1445153448053,17.9071438126325,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1985-06,16.5047527139221,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1985.5,,,,1,,16.1763953346079,16.847895932597,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1986-06,15.530009517743,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1986.5,,,,1,,15.2060728035541,15.8746267945461,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1987-06,14.5292449607634,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1987.5,,,,1,,14.2316565357991,14.8438736092155,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1988-06,13.5102872236468,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1988.5,,,,1,,13.2365985694957,13.8002974363771,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1989-06,12.5145974911119,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1989.5,,,,1,,12.2501362246054,12.7896711036864,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1990-06,11.5518998147756,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1990.5,,,,1,,11.3231425620384,11.7905326040004,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1991-06,10.6065861448711,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1991.5,,,,1,,10.3770126410775,10.8511369759248,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1992-06,9.66682151713954,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1992.5,,,,1,,9.45377682132628,9.88130007126456,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1993-06,8.79233416382922,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1993.5,,,,1,,8.58914665826546,9.00601433134013,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1994-06,8.05508733881172,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1994.5,,,,1,,7.84625606892357,8.26098857694356,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1995-06,7.47024782074034,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1995.5,,,,1,,7.28237849008358,7.66278029384109,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1996-06,7.00078051452238,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1996.5,,,,1,,6.81754135784752,7.19115212597767,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1997-06,6.60942973793725,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1997.5,,,,1,,6.44258611996558,6.78443755910374,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1998-06,6.25519810426813,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1998.5,,,,1,,6.09474771519234,6.42623524117546,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,1999-06,5.90333949703957,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,1999.5,,,,1,,5.74165301725031,6.07593070936115,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2000-06,5.52608501871551,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2000.5,,,,1,,5.37380106449245,5.68998583521452,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2001-06,5.11853730062601,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2001.5,,,,1,,4.968914893708,5.27913932607629,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2002-06,4.6859965451096,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2002.5,,,,1,,4.5501396504228,4.82714604281065,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2003-06,4.26931233439211,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2003.5,,,,1,,4.14001297830789,4.4056114145001,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2004-06,3.91364157377259,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2004.5,,,,1,,3.78138204267104,4.04952016071084,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2005-06,3.63451024474133,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2005.5,,,,1,,3.50814482386784,3.76261463761689,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2006-06,3.42978087791957,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2006.5,,,,1,,3.30448743600382,3.55660011602176,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2007-06,3.28980486806258,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2007.5,,,,1,,3.17123384393483,3.40902952337057,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2008-06,3.19565563989682,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2008.5,,,,1,,3.07915500265659,3.31217077357323,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2009-06,3.12452377442216,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2009.5,,,,1,,3.00244479234074,3.24413688403423,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2010-06,3.06185885524953,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2010.5,,,,1,,2.94441805494241,3.17965203457742,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2011-06,3.01230670784456,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2011.5,,,,1,,2.88952815888371,3.13677382640001,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2012-06,2.97917997912681,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2012.5,,,,1,,2.85932331173886,3.1035308404695,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2013-06,2.96456154884529,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2013.5,,,,1,,2.84175737379696,3.09113081272055,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2014-06,2.96721123520103,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2014.5,,,,1,,2.84263716969054,3.09616228806033,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2015-06,2.97885462497494,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2015.5,,,,1,,2.85281125578425,3.1089891968906,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2016-06,2.98514281138587,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2016.5,,,,1,,2.85700405762561,3.12381215140456,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2017-06,2.96986726747029,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2017.5,,,,1,,2.84408590187795,3.10703649384959,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2018-06,2.92215900732924,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2018.5,,,,1,,2.79514065609696,3.05868813226666,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2019-06,2.8395508832932,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2019.5,,,,1,,2.69509194795103,2.98947651175527,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,UN_IGME: UN IGME estimate,2021: 2021,2020-06,2.72610040353868,,,,,,A: Normal value,"D_PER_1000_B: Deaths per 1,000 live births",,,,2020.5,,,,1,,2.52032128790974,2.93419867932803,,,B3: B3
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,26: UNPD Demographic Yearbook Data 2020 version (VR),2020: 2020,1950-06,89.57708,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.6677517,1950.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,26: UNPD Demographic Yearbook Data 2020 version (VR),2020: 2020,1951-06,93.31188,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.6803626,1951.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,26: UNPD Demographic Yearbook Data 2020 version (VR),2020: 2020,1952-06,103.947,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.7156678,1952.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,26: UNPD Demographic Yearbook Data 2020 version (VR),2020: 2020,1953-06,102.5339,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.7084481,1953.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,26: UNPD Demographic Yearbook Data 2020 version (VR),2020: 2020,1954-06,90.5456,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.6636095,1954.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1955-06,91.97489,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.6667448,1955.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1956-06,83.75247,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.6343598,1956.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1957-06,88.11937,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.6489051,1957.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1958-06,85.16322,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.6364121,1958.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1959-06,86.63997,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.640772,1959.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1960-06,81.7686,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.6182911,1960.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1961-06,87.25707,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.6333659,1961.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1962-06,77.51938,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.5933302,1962.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1963-06,72.35525,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.5839982,1963.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1964-06,68.66395,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.5623393,1964.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1965-06,65.06253,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.5562203,1965.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1966-06,65.0916,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.5608417,1966.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1967-06,59.77937,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.5439192,1967.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1968-06,61.89836,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.5634619,1968.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1969-06,56.90558,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.547645,1969.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1970-06,65.78347,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.6168395,1970.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1971-06,49.7075,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.5127809,1971.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1972-06,41.71602,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.4886789,1972.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1973-06,44.85253,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.5101766,1973.5,,,,1,VR: Vital Registration,,,,,
UNICEF:CME_DF_2021_WQ(1.0): IGME Child Mortality Estimates wq,PRT: Portugal,MRY0: Infant mortality rate,_T: Total,_T: Total,1747: VR Submitted to WHO/UNIGME 2021 version (VR),2021: 2021,1974-06,38.23065,,,,,,IN: Included in IGME,"D_PER_1000_B: Deaths per 1,000 live births",VR: VR,VR: Vital Records,0.4714853,1974.5,,,,1,VR: Vital Registration,,,,,
